last_updated	id	chi_name	chi_address	district	tel1	tel2	tel3	Latitude	Longitude	website	fb_page	remarks	opening_hours	weekday_text	head_ad1_image	head_ad1_href	head_ad1_start	head_ad1_end	head_ad2_image	head_ad2_href	head_ad2_start	head_ad2_end	footer_ad1_image	footer_ad1_href	footer_ad1_start	footer_ad1_end
2018年9月19日	11	長康動物醫院	香港北角堡壘街38號地下	港島東	25300101			22.28976	114.197664	https://www.cosmopethk.com/	https://www.facebook.com/cosmopethk/		[{"close": {"day": 0, "time": "2000"}, "open": {"day": 0, "time": "1000"}}, {"close": {"day": 1, "time": "2000"}, "open": {"day": 1, "time": "1000"}}, {"close": {"day": 2, "time": "2000"}, "open": {"day": 2, "time": "1000"}}, {"close": {"day": 3, "time": "2000"}, "open": {"day": 3, "time": "1000"}}, {"close": {"day": 4, "time": "2000"}, "open": {"day": 4, "time": "1000"}}, {"close": {"day": 5, "time": "2000"}, "open": {"day": 5, "time": "1000"}}, {"close": {"day": 6, "time": "2000"}, "open": {"day": 6, "time": "1000"}}]	["星期一: 10:00 – 20:00", "星期二: 10:00 – 20:00", "星期三: 10:00 – 20:00", "星期四: 10:00 – 20:00", "星期五: 10:00 – 20:00", "星期六: 10:00 – 20:00", "星期日: 10:00 – 20:00"]												
2018年9月19日	12	Pets Central(北角)	香港北角渣華道66號地下	港島東	28118907			22.2917829	114.1982829	https://www.pets-central.com/hk/zh-hant/	https://www.facebook.com/RealPetsCentral/		[{"open": {"day": 0, "time": "0000"}}]	["星期一: 24 小時營業", "星期二: 24 小時營業", "星期三: 24 小時營業", "星期四: 24 小時營業", "星期五: 24 小時營業", "星期六: 24 小時營業", "星期日: 24 小時營業"]												
2018年9月19日	13	鰂魚涌寵物診所	香港鰂魚涌英皇道1048號益發大廈20A地舖	港島東	28092618			22.284097	114.212658				[{"close": {"day": 0, "time": "1900"}, "open": {"day": 0, "time": "1000"}}, {"close": {"day": 1, "time": "2000"}, "open": {"day": 1, "time": "1000"}}, {"close": {"day": 2, "time": "2000"}, "open": {"day": 2, "time": "1000"}}, {"close": {"day": 3, "time": "2000"}, "open": {"day": 3, "time": "1000"}}, {"close": {"day": 4, "time": "2000"}, "open": {"day": 4, "time": "1000"}}, {"close": {"day": 5, "time": "2000"}, "open": {"day": 5, "time": "1000"}}, {"close": {"day": 6, "time": "2000"}, "open": {"day": 6, "time": "1000"}}]	["星期一: 10:00 – 20:00", "星期二: 10:00 – 20:00", "星期三: 10:00 – 20:00", "星期四: 10:00 – 20:00", "星期五: 10:00 – 20:00", "星期六: 10:00 – 20:00", "星期日: 10:00 – 19:00"]												
2018年9月19日	14	選擇獸醫診所	香港筲箕灣新成街5-7號6樓7號舖	港島東	29671876			22.28015	114.223955				[{"close": {"day": 0, "time": "1300"}, "open": {"day": 0, "time": "1000"}}, {"close": {"day": 1, "time": "2000"}, "open": {"day": 1, "time": "1000"}}, {"close": {"day": 2, "time": "2000"}, "open": {"day": 2, "time": "1000"}}, {"close": {"day": 3, "time": "2000"}, "open": {"day": 3, "time": "1000"}}, {"close": {"day": 4, "time": "2000"}, "open": {"day": 4, "time": "1000"}}, {"close": {"day": 5, "time": "2000"}, "open": {"day": 5, "time": "1000"}}, {"close": {"day": 6, "time": "1800"}, "open": {"day": 6, "time": "1000"}}]	["星期一: 10:00 – 20:00", "星期二: 10:00 – 20:00", "星期三: 10:00 – 20:00", "星期四: 10:00 – 20:00", "星期五: 10:00 – 20:00", "星期六: 10:00 – 18:00", "星期日: 10:00 – 13:00"]												
2018年9月19日	15	東區動物醫院	香港筲箕灣道256號地下	港島東	29153999			22.2801635	114.2251268	http://www.eastislandvets.com.hk/cn/	https://www.facebook.com/eastislandvets/		[{"close": {"day": 0, "time": "2100"}, "open": {"day": 0, "time": "0800"}}, {"close": {"day": 1, "time": "2100"}, "open": {"day": 1, "time": "0800"}}, {"close": {"day": 2, "time": "2100"}, "open": {"day": 2, "time": "0800"}}, {"close": {"day": 3, "time": "2100"}, "open": {"day": 3, "time": "0800"}}, {"close": {"day": 4, "time": "2100"}, "open": {"day": 4, "time": "0800"}}, {"close": {"day": 5, "time": "2100"}, "open": {"day": 5, "time": "0800"}}, {"close": {"day": 6, "time": "2100"}, "open": {"day": 6, "time": "0800"}}]	["星期一: 08:00 – 21:00", "星期二: 08:00 – 21:00", "星期三: 08:00 – 21:00", "星期四: 08:00 – 21:00", "星期五: 08:00 – 21:00", "星期六: 08:00 – 21:00", "星期日: 08:00 – 21:00"]												
2018年9月19日	16	Creature Comforts Veterinary Housecall Practice	香港筲箕灣道256號地下	港島東	97730372			22.280107	114.225117	http://www.creaturecomforts.com.hk/	https://www.facebook.com/creaturecomfortshk/		[{"close": {"day": 1, "time": "1800"}, "open": {"day": 1, "time": "0800"}}, {"close": {"day": 2, "time": "1800"}, "open": {"day": 2, "time": "0800"}}, {"close": {"day": 3, "time": "1800"}, "open": {"day": 3, "time": "0800"}}, {"close": {"day": 4, "time": "1800"}, "open": {"day": 4, "time": "0800"}}, {"close": {"day": 5, "time": "1800"}, "open": {"day": 5, "time": "0800"}}, {"close": {"day": 6, "time": "1800"}, "open": {"day": 6, "time": "0800"}}]	["星期一: 08:00 – 18:00", "星期二: 08:00 – 18:00", "星期三: 08:00 – 18:00", "星期四: 08:00 – 18:00", "星期五: 08:00 – 18:00", "星期六: 08:00 – 18:00", "星期日: 休息"]												
2018年9月19日	17	動物緊急醫療中心	香港筲箕灣道256號地下	港島東	29157979			22.2801439	114.2251151	http://www.animalemergency.com.hk	https://www.facebook.com/animalemergencyhk		[{"open": {"day": 0, "time": "0000"}}]	["星期一: 24 小時營業", "星期二: 24 小時營業", "星期三: 24 小時營業", "星期四: 24 小時營業", "星期五: 24 小時營業", "星期六: 24 小時營業", "星期日: 24 小時營業"]												
2018年9月19日	18	健河動物醫院	香港西灣河筲箕灣道56號地下	港島東	25602721			22.2830683	114.2209191		https://www.facebook.com/107930915953792/		[{"close": {"day": 0, "time": "1800"}, "open": {"day": 0, "time": "0900"}}, {"close": {"day": 1, "time": "1900"}, "open": {"day": 1, "time": "0900"}}, {"close": {"day": 2, "time": "1900"}, "open": {"day": 2, "time": "0900"}}, {"close": {"day": 3, "time": "1900"}, "open": {"day": 3, "time": "0900"}}, {"close": {"day": 4, "time": "1900"}, "open": {"day": 4, "time": "0900"}}, {"close": {"day": 5, "time": "1900"}, "open": {"day": 5, "time": "0900"}}, {"close": {"day": 6, "time": "1800"}, "open": {"day": 6, "time": "0900"}}]	["星期一: 09:00 – 19:00", "星期二: 09:00 – 19:00", "星期三: 09:00 – 19:00", "星期四: 09:00 – 19:00", "星期五: 09:00 – 19:00", "星期六: 09:00 – 18:00", "星期日: 09:00 – 18:00"]												
2018年9月19日	19	北角動物醫院	香港北角建華街十九號	港島東	23076622			22.289204	114.197267	http://www.northpointvets.com.hk	https://www.facebook.com/NorthPointVets/		[{"close": {"day": 0, "time": "2200"}, "open": {"day": 0, "time": "0900"}}, {"close": {"day": 1, "time": "2200"}, "open": {"day": 1, "time": "0900"}}, {"close": {"day": 2, "time": "2200"}, "open": {"day": 2, "time": "0900"}}, {"close": {"day": 3, "time": "2200"}, "open": {"day": 3, "time": "0900"}}, {"close": {"day": 4, "time": "2200"}, "open": {"day": 4, "time": "0900"}}, {"close": {"day": 5, "time": "2200"}, "open": {"day": 5, "time": "0900"}}, {"close": {"day": 6, "time": "2200"}, "open": {"day": 6, "time": "0900"}}]	["星期一: 09:00 – 22:00", "星期二: 09:00 – 22:00", "星期三: 09:00 – 22:00", "星期四: 09:00 – 22:00", "星期五: 09:00 – 22:00", "星期六: 09:00 – 22:00", "星期日: 09:00 – 22:00"]												
2018年9月19日	20	香港貓醫院	香港中環鴨巴甸街37號地下	港島中西及南區	29758228			22.2829033	114.1517892	http://www.9lives.com.hk/	https://www.facebook.com/9livescathospital/		[{"close": {"day": 0, "time": "1700"}, "open": {"day": 0, "time": "1200"}}, {"close": {"day": 1, "time": "1900"}, "open": {"day": 1, "time": "1000"}}, {"close": {"day": 2, "time": "1900"}, "open": {"day": 2, "time": "1000"}}, {"close": {"day": 3, "time": "1900"}, "open": {"day": 3, "time": "1000"}}, {"close": {"day": 4, "time": "1900"}, "open": {"day": 4, "time": "1000"}}, {"close": {"day": 5, "time": "1900"}, "open": {"day": 5, "time": "1000"}}, {"close": {"day": 6, "time": "1900"}, "open": {"day": 6, "time": "1000"}}]	["星期一: 10:00 – 19:00", "星期二: 10:00 – 19:00", "星期三: 10:00 – 19:00", "星期四: 10:00 – 19:00", "星期五: 10:00 – 19:00", "星期六: 10:00 – 19:00", "星期日: 12:00 – 17:00"]												
2018年9月19日	21	蘇利宜動物醫院	香港中環半山堅道130號堅威大廈地下B舖	港島中西及南區	22910065			22.2827525	114.1494456	https://fourpaws.hk/	https://www.facebook.com/FourPawsAnimalHospital		[{"close": {"day": 0, "time": "1800"}, "open": {"day": 0, "time": "1000"}}, {"close": {"day": 1, "time": "2000"}, "open": {"day": 1, "time": "1000"}}, {"close": {"day": 2, "time": "2000"}, "open": {"day": 2, "time": "1000"}}, {"close": {"day": 3, "time": "2000"}, "open": {"day": 3, "time": "1000"}}, {"close": {"day": 4, "time": "2000"}, "open": {"day": 4, "time": "1000"}}, {"close": {"day": 5, "time": "2000"}, "open": {"day": 5, "time": "1000"}}, {"close": {"day": 6, "time": "2000"}, "open": {"day": 6, "time": "1000"}}]	["星期一: 10:00 – 20:00", "星期二: 10:00 – 20:00", "星期三: 10:00 – 20:00", "星期四: 10:00 – 20:00", "星期五: 10:00 – 20:00", "星期六: 10:00 – 20:00", "星期日: 10:00 – 18:00"]												
2018年9月19日	22	西區獸醫診所	香港皇后大道西303號地下	港島中西及南區	28582211			22.287014	114.142064	https://queenwestvet.business.site/	https://www.facebook.com/QueenWestVeterinaryClinic/		[{"open": {"day": 0, "time": "0000"}}]	["星期一: 24 小時營業", "星期二: 24 小時營業", "星期三: 24 小時營業", "星期四: 24 小時營業", "星期五: 24 小時營業", "星期六: 24 小時營業", "星期日: 24 小時營業"]												
2018年9月19日	23	雅各動物醫院	香港西營盤第二街68-80號地下	港島中西及南區	25400228			22.2860409	114.1415433	https://www.acornvets.com/	https://www.facebook.com/Acorn-Veterinary-Hospital-113976031998096/		[{"close": {"day": 0, "time": "1700"}, "open": {"day": 0, "time": "1000"}}, {"close": {"day": 1, "time": "1900"}, "open": {"day": 1, "time": "0900"}}, {"close": {"day": 2, "time": "1900"}, "open": {"day": 2, "time": "0900"}}, {"close": {"day": 3, "time": "1900"}, "open": {"day": 3, "time": "0900"}}, {"close": {"day": 4, "time": "1900"}, "open": {"day": 4, "time": "0900"}}, {"close": {"day": 5, "time": "1900"}, "open": {"day": 5, "time": "0900"}}, {"close": {"day": 6, "time": "1900"}, "open": {"day": 6, "time": "0900"}}]	["星期一: 09:00 – 19:00", "星期二: 09:00 – 19:00", "星期三: 09:00 – 19:00", "星期四: 09:00 – 19:00", "星期五: 09:00 – 19:00", "星期六: 09:00 – 19:00", "星期日: 10:00 – 17:00"]												
2018年9月19日	24	方舟動物醫院	香港西營盤水街25-35號樂新大廈地下及1樓1號舖	港島中西及南區	25492330			22.285466	114.1389849	http://doctorsbeckandstone.com/Our_vets_in_Hong_Kong#d	https://www.facebook.com/pg/saiyingpun/about/		[{"open": {"day": 0, "time": "0000"}}]	["星期一: 24 小時營業", "星期二: 24 小時營業", "星期三: 24 小時營業", "星期四: 24 小時營業", "星期五: 24 小時營業", "星期六: 24 小時營業", "星期日: 24 小時營業"]												
2018年9月19日	25	研康獸醫診所	香港西營盤第三街192號福安樓地下1號舖	港島中西及南區	29152095			22.2856494	114.1384575	www.biorecoveryvets.org	https://www.facebook.com/biorecovery/		[{"close": {"day": 1, "time": "1900"}, "open": {"day": 1, "time": "0900"}}, {"close": {"day": 2, "time": "1900"}, "open": {"day": 2, "time": "0900"}}, {"close": {"day": 3, "time": "1900"}, "open": {"day": 3, "time": "0900"}}, {"close": {"day": 4, "time": "1900"}, "open": {"day": 4, "time": "0900"}}, {"close": {"day": 5, "time": "1900"}, "open": {"day": 5, "time": "0900"}}, {"close": {"day": 6, "time": "1900"}, "open": {"day": 6, "time": "0900"}}]	["星期一: 09:00 – 19:00", "星期二: 09:00 – 19:00", "星期三: 09:00 – 19:00", "星期四: 09:00 – 19:00", "星期五: 09:00 – 19:00", "星期六: 09:00 – 19:00", "星期日: 休息"]												
2018年9月19日	26	愛心寵物醫院(針灸保健及治療)	香港西環北街昌裕大廈13號地下	港島中西及南區	28912011			22.283742	114.129031				[{"close": {"day": 1, "time": "1300"}, "open": {"day": 1, "time": "1000"}}, {"close": {"day": 1, "time": "1900"}, "open": {"day": 1, "time": "1500"}}, {"close": {"day": 2, "time": "1300"}, "open": {"day": 2, "time": "1000"}}, {"close": {"day": 2, "time": "1900"}, "open": {"day": 2, "time": "1500"}}, {"close": {"day": 3, "time": "1300"}, "open": {"day": 3, "time": "1000"}}, {"close": {"day": 3, "time": "1900"}, "open": {"day": 3, "time": "1500"}}, {"close": {"day": 4, "time": "1300"}, "open": {"day": 4, "time": "1000"}}, {"close": {"day": 4, "time": "1900"}, "open": {"day": 4, "time": "1500"}}, {"close": {"day": 6, "time": "1300"}, "open": {"day": 6, "time": "1000"}}, {"close": {"day": 6, "time": "1900"}, "open": {"day": 6, "time": "1500"}}]	["星期一: 10:00 – 13:00, 15:00 – 19:00", "星期二: 10:00 – 13:00, 15:00 – 19:00", "星期三: 10:00 – 13:00, 15:00 – 19:00", "星期四: 10:00 – 13:00, 15:00 – 19:00", "星期五: 休息", "星期六: 10:00 – 13:00, 15:00 – 19:00", "星期日: 10:00 – 13:00"]												
2018年9月19日	27	赤柱寵物診所	香港赤柱黃麻角道10-12號地庫	港島中西及南區	28132030			22.217885	114.213406	https://stanleyvetcentre.com/	https://www.facebook.com/stanleyvet		[{"close": {"day": 0, "time": "1230"}, "open": {"day": 0, "time": "0900"}}, {"close": {"day": 1, "time": "1800"}, "open": {"day": 1, "time": "0900"}}, {"close": {"day": 2, "time": "1800"}, "open": {"day": 2, "time": "0900"}}, {"close": {"day": 3, "time": "1800"}, "open": {"day": 3, "time": "0900"}}, {"close": {"day": 4, "time": "1800"}, "open": {"day": 4, "time": "0900"}}, {"close": {"day": 5, "time": "1800"}, "open": {"day": 5, "time": "0900"}}, {"close": {"day": 6, "time": "1700"}, "open": {"day": 6, "time": "0900"}}]	["星期一: 09:00 – 18:00", "星期二: 09:00 – 18:00", "星期三: 09:00 – 18:00", "星期四: 09:00 – 18:00", "星期五: 09:00 – 18:00", "星期六: 09:00 – 17:00", "星期日: 09:00 – 12:30"]												
2018年9月19日	28	港島珍禽異獸	香港西營盤干諾道西139-140號興泰大厦2樓	港島中西及南區	28589388			22.288329	114.1432744	http://www.taiwaiexotic.com/	https://www.facebook.com/Island-Exotics-600357346799625/		[{"close": {"day": 0, "time": "1900"}, "open": {"day": 0, "time": "0900"}}, {"close": {"day": 1, "time": "1900"}, "open": {"day": 1, "time": "0900"}}, {"close": {"day": 2, "time": "1900"}, "open": {"day": 2, "time": "0900"}}, {"close": {"day": 3, "time": "1900"}, "open": {"day": 3, "time": "0900"}}, {"close": {"day": 4, "time": "1900"}, "open": {"day": 4, "time": "0900"}}, {"close": {"day": 5, "time": "1900"}, "open": {"day": 5, "time": "0900"}}, {"close": {"day": 6, "time": "1900"}, "open": {"day": 6, "time": "0900"}}]	["星期一: 09:00 – 19:00", "星期二: 09:00 – 19:00", "星期三: 09:00 – 19:00", "星期四: 09:00 – 19:00", "星期五: 09:00 – 19:00", "星期六: 09:00 – 19:00", "星期日: 09:00 – 19:00"]												
