last_updated	id	chi_name	chi_address	district	tel1	tel2	tel3	website	fb_page	remarks	head_ad1_image	head_ad1_href	head_ad1_start	head_ad1_end	head_ad2_image	head_ad2_href	head_ad2_start	head_ad2_end	head_ad3_image	head_ad3_href	head_ad3_start	head_ad3_end	footer_ad1_image	footer_ad1_href	footer_ad1_start	footer_ad1_end	opening_hours	weekday_text	Longitude	Latitude		
2022年3月22日	11	俊康動物醫療中心	新界沙田大圍積存街54號葵偉樓地下B舖	沙田區	26870226																						[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1000'}}]	['星期一: 10:00 – 22:00', '星期二: 10:00 – 22:00', '星期三: 10:00 – 22:00', '星期四: 10:00 – 22:00', '星期五: 10:00 – 22:00', '星期六: 10:00 – 22:00', '星期日: 10:00 – 22:00']	114.1645	22.4482		
2022年3月22日	12	綠十字寵物診所 (沙田)	新界沙田正街希爾頓中心5B號舖地下	沙田區	26011219			http://www.greencross.com.hk/	https://www.facebook.com/162415930479447/																		[{'close': {'day': 0, 'time': '1100'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1500'}}, {'close': {'day': 1, 'time': '1100'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 2, 'time': '1100'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1100'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 4, 'time': '1100'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1500'}}, {'close': {'day': 5, 'time': '1100'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '1500'}}, {'close': {'day': 6, 'time': '1000'}, 'open': {'day': 6, 'time': '0900'}}]	['星期一: 09:00 – 11:00, 15:00 – 19:00', '星期二: 09:00 – 11:00, 15:00 – 19:00', '星期三: 09:00 – 11:00', '星期四: 09:00 – 11:00, 15:00 – 19:00', '星期五: 09:00 – 11:00, 15:00 – 19:00', '星期六: 09:00 – 11:00, 15:00 – 18:00', '星期日: 09:00 – 10:00']	114.1869	22.3793		
2022年3月22日	13	聯邦動物診所	新界大圍積存街46號地下	沙田區	26982185																						[{'close': {'day': 0, 'time': '1300'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1530'}}, {'close': {'day': 1, 'time': '1300'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1530'}}, {'close': {'day': 2, 'time': '1300'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1530'}}, {'close': {'day': 3, 'time': '1300'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1530'}}, {'close': {'day': 4, 'time': '1300'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1530'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1530'}}]	['星期一: 10:00 – 13:00 ,15:30 – 19:00', '星期二: 10:00 – 13:00 ,15:30 – 19:00', '星期三: 10:00 – 13:00 ,15:30 – 19:00', '星期四: 10:00 – 13:00 ,15:30 – 19:00', '星期五: 10:00 – 13:00 ,15:30 – 19:00', '星期六: 10:00 – 13:00 ,15:30 – 19:00', '星期日: 休息']	114.178	22.3766		
2022年3月22日	14	新港城獸醫診所	新界馬鞍山新港城1期地下16及17號舖	沙田區	26777008				https://www.facebook.com/sunshinecityvet																		[{'close': {'day': 0, 'time': '1300'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1500'}}, {'close': {'day': 1, 'time': '1300'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 2, 'time': '1300'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1500'}}, {'close': {'day': 3, 'time': '1300'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '1300'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1500'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1500'}}]	['星期一: 09:00 – 13:00, 15:00 – 19:00', '星期二: 09:00 – 13:00, 15:00 – 19:00', '星期三: 09:00 – 13:00, 15:00 – 19:00', '星期四: 09:00 – 13:00, 13:00 – 19:00', '星期五: 09:00 – 13:00, 15:00 – 19:00', '星期六: 09:00 – 13:00, 15:00 – 19:00', '星期日: 休息']	114.2323	22.4247		
2022年3月22日	15	西沙路動物醫院	新界馬鞍山新港城廣場地下7號舖	沙田區	26305980				https://www.facebook.com/613701795379626/																		[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1000'}}]	['星期一: 10:00 – 22:00', '星期二: 10:00 – 22:00', '星期三: 10:00 – 22:00', '星期四: 10:00 – 22:00', '星期五: 10:00 – 22:00', '星期六: 10:00 – 22:00', '星期日: 10:00 – 22:00']	114.23	22.425		
2022年3月22日	16	動物醫療中心 (馬鞍山)	新界馬鞍山褔安花園地下2號及17號地舖	沙田區	26338506			https://amc.vet/maonshan.php?lang=cn																			[{'close': {'day': 0, 'time': '1930'}, 'open': {'day': 0, 'time': '0930'}}, {'close': {'day': 1, 'time': '1930'}, 'open': {'day': 1, 'time': '0930'}}, {'close': {'day': 2, 'time': '1930'}, 'open': {'day': 2, 'time': '0930'}}, {'close': {'day': 3, 'time': '1930'}, 'open': {'day': 3, 'time': '0930'}}, {'close': {'day': 4, 'time': '1930'}, 'open': {'day': 4, 'time': '0930'}}, {'close': {'day': 5, 'time': '1930'}, 'open': {'day': 5, 'time': '0930'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '1000'}}]	['星期一: 09:30 – 19:30', '星期二: 09:30 – 19:30', '星期三: 09:30 – 19:30', '星期四: 09:30 – 19:30', '星期五: 09:30 – 19:30', '星期六: 09:30 – 19:30', '星期日: 10:00 – 19:00']	114.241	22.4274		
2022年3月22日	17	火炭動物醫療中心	新界火炭坳背灣街27-31號協興工業中心地下B1A地鋪	沙田區	21562086			https://www.pawlisticvmc.com/	https://www.facebook.com/PawlisticVeterinaryMedicalCenter/																		[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0900'}}]	['星期一: 09:00 – 21:00', '星期二: 09:00 – 21:00', '星期三: 09:00 – 21:00', '星期四: 09:00 – 21:00', '星期五: 09:00 – 21:00', '星期六: 09:00 – 21:00', '星期日: 09:00 – 21:00']	114.1958	22.397		
2022年3月22日	18	夏利維動物醫院	香港天后永興街37號地鋪	東區	25706048																						[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0900'}}]	['星期一: 08:00 – 20:00', '星期二: 08:00 – 20:00', '星期三: 08:00 – 20:00', '星期四: 08:00 – 20:00', '星期五: 08:00 – 20:00', '星期六: 09:00 – 18:00', '星期日: 09:00 – 18:00']	114.1924	22.2855		
2022年3月22日	19	北角動物醫院	香港北角建華街19號地舖	東區	23076622			http://www.northpointvets.com.hk	https://www.facebook.com/NorthPointVets/																		[{'open': {'day': 0, 'time': '0000'}}]	['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']	114.1982	22.2896		
2022年3月22日	20	Pets Central 北角24/7急症醫院	香港北角渣華道66號地下	東區	28118907			https://pets-central.com/zh-hant/locations/%E5%8C%97%E8%A7%9224-7%E6%80%A5%E7%97%87%E9%86%AB%E9%99%A2/	https://www.facebook.com/RealPetsCentral/																		[{'open': {'day': 0, 'time': '0000'}}]	['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']	114.1994	22.2921		
2022年3月22日	21	天后寵物醫院	香港北角英皇道41號維順閣地下B舖	東區	21042000			http://thph.com.hk/	https://www.facebook.com/TinHauPetHospital/																		[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '0930'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0930'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0930'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0930'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0930'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0930'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '1000'}}]	['星期一: 09:30 – 19:00', '星期二: 09:30 – 19:00', '星期三: 09:30 – 19:00', '星期四: 09:30 – 19:00', '星期五: 09:30 – 19:00', '星期六: 09:30 – 19:00', '星期日: 10:00 – 19:00']	114.1982	22.291		
2022年3月22日	22	長康動物醫院	香港北角堡壘街38號地舖	東區	25300101			https://www.cosmopethk.com/	https://www.facebook.com/cosmopethk/																		[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1000'}}]	['星期一: 10:00 – 20:00', '星期二: 10:00 – 20:00', '星期三: 10:00 – 20:00', '星期四: 10:00 – 20:00', '星期五: 10:00 – 20:00', '星期六: 10:00 – 20:00', '星期日: 10:00 – 20:00']	114.1975	22.29		
2022年3月22日	23	非牟利獸醫服務協會	香港北角和富道116號康華大廈地下C2店	東區	37071360			https://www.npv.org.hk/	https://www.facebook.com/NPVHK/																		[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0900'}}]	['星期一: 09:00 – 19:00', '星期二: 09:00 – 19:00', '星期三: 09:00 – 19:00', '星期四: 09:00 – 19:00', '星期五: 09:00 – 19:00', '星期六: 09:00 – 19:00', '星期日: 09:00 – 19:00']	114.1982	22.291		
2022年3月22日	24	西灣河獸醫診所	香港西灣河街94B地舖	東區	29674899				https://www.facebook.com/337392739792180																		[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1030'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1030'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1030'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1030'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1030'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1030'}}]	['星期一: 10:30 – 20:00', '星期二: 10:30 – 20:00', '星期三: 10:30 – 20:00', '星期四: 10:30 – 20:00', '星期五: 10:30 – 20:00', '星期六: 10:30 – 20:00', '星期日: 10:30 – 20:00']	114.2217	22.2814		
2022年3月22日	25	東區動物醫院	香港西灣河筲箕灣道256號地舖	東區	29153999			http://www.eastislandvets.com.hk/cn/	https://www.facebook.com/eastislandvets/																		[{'open': {'day': 0, 'time': '0000'}}]	['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']	114.222	22.2817		
2022年3月22日	26	健河動物醫院	香港西灣河筲箕灣道56號地舖	東區	25602721				https://www.facebook.com/107930915953792/																		[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0900'}}]	['星期一: 09:00 – 19:00', '星期二: 09:00 – 19:00', '星期三: 09:00 – 19:00', '星期四: 09:00 – 19:00', '星期五: 09:00 – 19:00', '星期六: 09:00 – 18:00', '星期日: 09:00 – 18:00']	114.222	22.2817		
